geo_code,pos,ws,maps,country,prov,city,district
wt0b,"[113.73046875, 28.212890625]","113.73046875,28.212890625","中国,湖南省,长沙市,浏阳市",中国,湖南省,长沙市,浏阳市
ws3b,"[115.13671875, 23.994140625]","115.13671875,23.994140625","中国,广东省,河源市,东源县",中国,广东省,河源市,东源县
wqj6,"[108.80859375, 34.189453125]","108.80859375,34.189453125","中国,陕西省,西安市,长安区",中国,陕西省,西安市,长安区
wws8,"[119.00390625, 36.650390625]","119.00390625,36.650390625","中国,山东省,潍坊市,潍城区",中国,山东省,潍坊市,潍城区
wwfv,"[116.54296875, 38.935546875]","116.54296875,38.935546875","中国,河北省,廊坊市,文安县",中国,河北省,廊坊市,文安县
wm1z,"[103.88671875, 29.443359375]","103.88671875,29.443359375","中国,四川省,乐山市,五通桥区",中国,四川省,乐山市,五通桥区
wm1y,"[103.88671875, 29.267578125]","103.88671875,29.267578125","中国,四川省,乐山市,犍为县",中国,四川省,乐山市,犍为县
wt58,"[117.59765625, 28.212890625]","117.59765625,28.212890625","中国,江西省,上饶市,铅山县",中国,江西省,上饶市,铅山县
wkpx,"[111.97265625, 23.818359375]","111.97265625,23.818359375","中国,广东省,肇庆市,怀集县",中国,广东省,肇庆市,怀集县
wr5c,"[106.69921875, 39.638671875]","106.69921875,39.638671875","中国,内蒙古自治区,阿拉善盟,阿拉善左旗",中国,内蒙古自治区,阿拉善盟,阿拉善左旗
wqkj,"[107.05078125, 36.123046875]","107.05078125,36.123046875","中国,甘肃省,庆阳市,环县",中国,甘肃省,庆阳市,环县
wss2,"[118.65234375, 25.400390625]","118.65234375,25.400390625","中国,福建省,莆田市,仙游县",中国,福建省,莆田市,仙游县
wxyn,"[121.11328125, 44.736328125]","121.11328125,44.736328125","中国,内蒙古自治区,通辽市,扎鲁特旗",中国,内蒙古自治区,通辽市,扎鲁特旗
w7y8,"[110.56640625, 21.181640625]","110.56640625,21.181640625","中国,广东省,湛江市,坡头区",中国,广东省,湛江市,坡头区
wtfh,"[115.48828125, 33.134765625]","115.48828125,33.134765625","中国,安徽省,阜阳市,太和县",中国,安徽省,阜阳市,太和县
wts4,"[118.30078125, 31.376953125]","118.30078125,31.376953125","中国,安徽省,芜湖市,鸠江区",中国,安徽省,芜湖市,鸠江区
wx4u,"[116.54296875, 40.166015625]","116.54296875,40.166015625","中国,北京市,[],顺义区",中国,北京市,[],顺义区
wsg3,"[117.24609375, 26.982421875]","117.24609375,26.982421875","中国,福建省,三明市,泰宁县",中国,福建省,三明市,泰宁县
wxrt,"[123.22265625, 41.748046875]","123.22265625,41.748046875","中国,辽宁省,沈阳市,铁西区",中国,辽宁省,沈阳市,铁西区
w7zg,"[112.32421875, 21.708984375]","112.32421875,21.708984375","中国,广东省,江门市,台山市",中国,广东省,江门市,台山市
ws23,"[113.02734375, 24.169921875]","113.02734375,24.169921875","中国,广东省,清远市,英德市",中国,广东省,清远市,英德市
wt65,"[115.48828125, 30.146484375]","115.48828125,30.146484375","中国,湖北省,黄冈市,蕲春县",中国,湖北省,黄冈市,蕲春县
wx0q,"[113.02734375, 40.517578125]","113.02734375,40.517578125","中国,内蒙古自治区,乌兰察布市,丰镇市",中国,内蒙古自治区,乌兰察布市,丰镇市
wm3g,"[103.88671875, 30.146484375]","103.88671875,30.146484375","中国,四川省,眉山市,彭山区",中国,四川省,眉山市,彭山区
wm6p,"[104.23828125, 30.849609375]","104.23828125,30.849609375","中国,四川省,成都市,新都区",中国,四川省,成都市,新都区
wmmp,"[108.45703125, 30.849609375]","108.45703125,30.849609375","中国,重庆市,[],万州区",中国,重庆市,[],万州区
wm4w,"[104.94140625, 29.267578125]","104.94140625,29.267578125","中国,四川省,自贡市,沿滩区",中国,四川省,自贡市,沿滩区
wt5c,"[117.94921875, 28.388671875]","117.94921875,28.388671875","中国,江西省,上饶市,信州区",中国,江西省,上饶市,信州区
wskm,"[118.65234375, 24.873046875]","118.65234375,24.873046875","中国,福建省,泉州市,丰泽区",中国,福建省,泉州市,丰泽区
uxvx,"[30.41015625, 89.912109375]","30.41015625,89.912109375","[],[],[],[]",[],[],[],[]
wskp,"[118.30078125, 25.224609375]","118.30078125,25.224609375","中国,福建省,泉州市,南安市",中国,福建省,泉州市,南安市
wwcb,"[115.13671875, 38.056640625]","115.13671875,38.056640625","中国,河北省,石家庄市,晋州市",中国,河北省,石家庄市,晋州市
wxsr,"[118.65234375, 43.505859375]","118.65234375,43.505859375","中国,内蒙古自治区,赤峰市,巴林右旗",中国,内蒙古自治区,赤峰市,巴林右旗
wqhf,"[108.10546875, 34.189453125]","108.10546875,34.189453125","中国,陕西省,西安市,周至县",中国,陕西省,西安市,周至县
wt3m,"[114.43359375, 30.498046875]","114.43359375,30.498046875","中国,湖北省,武汉市,洪山区",中国,湖北省,武汉市,洪山区
wz9h,"[125.33203125, 42.978515625]","125.33203125,42.978515625","中国,吉林省,辽源市,东辽县",中国,吉林省,辽源市,东辽县
wmmu,"[109.51171875, 30.322265625]","109.51171875,30.322265625","中国,湖北省,恩施土家族苗族自治州,恩施市",中国,湖北省,恩施土家族苗族自治州,恩施市
wmkm,"[107.40234375, 30.498046875]","107.40234375,30.498046875","中国,重庆市,[],垫江县",中国,重庆市,[],垫江县
ws1m,"[114.43359375, 23.466796875]","114.43359375,23.466796875","中国,广东省,惠州市,博罗县",中国,广东省,惠州市,博罗县
wkqn,"[109.86328125, 25.048828125]","109.86328125,25.048828125","中国,广西壮族自治区,桂林市,永福县",中国,广西壮族自治区,桂林市,永福县
ws14,"[114.08203125, 22.939453125]","114.08203125,22.939453125","中国,广东省,东莞市,[]",中国,广东省,东莞市,[]
wm5n,"[105.64453125, 29.267578125]","105.64453125,29.267578125","中国,重庆市,[],荣昌区",中国,重庆市,[],荣昌区
wssu,"[119.35546875, 26.103515625]","119.35546875,26.103515625","中国,福建省,福州市,晋安区",中国,福建省,福州市,晋安区
wxrd,"[123.22265625, 41.220703125]","123.22265625,41.220703125","中国,辽宁省,辽阳市,宏伟区",中国,辽宁省,辽阳市,宏伟区
wm7r,"[105.99609375, 30.849609375]","105.99609375,30.849609375","中国,四川省,南充市,嘉陵区",中国,四川省,南充市,嘉陵区
wt3n,"[114.08203125, 30.673828125]","114.08203125,30.673828125","中国,湖北省,武汉市,东西湖区",中国,湖北省,武汉市,东西湖区
wqy4,"[109.86328125, 38.408203125]","109.86328125,38.408203125","中国,陕西省,榆林市,榆阳区",中国,陕西省,榆林市,榆阳区
wt47,"[115.83984375, 28.740234375]","115.83984375,28.740234375","中国,江西省,南昌市,青山湖区",中国,江西省,南昌市,青山湖区
wmde,"[104.94140625, 31.552734375]","104.94140625,31.552734375","中国,四川省,绵阳市,游仙区",中国,四川省,绵阳市,游仙区
wwdz,"[116.54296875, 37.880859375]","116.54296875,37.880859375","中国,河北省,沧州市,东光县",中国,河北省,沧州市,东光县
wt90,"[114.08203125, 31.025390625]","114.08203125,31.025390625","中国,湖北省,孝感市,孝南区",中国,湖北省,孝感市,孝南区
ws2j,"[112.67578125, 24.873046875]","112.67578125,24.873046875","中国,广东省,清远市,连州市",中国,广东省,清远市,连州市
w5zt,"[100.72265625, 22.060546875]","100.72265625,22.060546875","中国,云南省,西双版纳傣族自治州,景洪市",中国,云南省,西双版纳傣族自治州,景洪市
wqn3,"[110.21484375, 34.013671875]","110.21484375,34.013671875","中国,陕西省,商洛市,洛南县",中国,陕西省,商洛市,洛南县
wm7j,"[105.64453125, 30.498046875]","105.64453125,30.498046875","中国,四川省,遂宁市,船山区",中国,四川省,遂宁市,船山区
ww0v,"[113.73046875, 34.716796875]","113.73046875,34.716796875","中国,河南省,郑州市,管城回族区",中国,河南省,郑州市,管城回族区
ww30,"[114.08203125, 35.244140625]","114.08203125,35.244140625","中国,河南省,新乡市,延津县",中国,河南省,新乡市,延津县
wxke,"[119.00390625, 41.396484375]","119.00390625,41.396484375","中国,内蒙古自治区,赤峰市,宁城县",中国,内蒙古自治区,赤峰市,宁城县
wxqw,"[121.81640625, 41.923828125]","121.81640625,41.923828125","中国,辽宁省,阜新市,阜新蒙古族自治县",中国,辽宁省,阜新市,阜新蒙古族自治县
wtbp,"[112.67578125, 33.662109375]","112.67578125,33.662109375","中国,河南省,平顶山市,鲁山县",中国,河南省,平顶山市,鲁山县
wwhc,"[119.35546875, 34.013671875]","119.35546875,34.013671875","中国,江苏省,淮安市,涟水县",中国,江苏省,淮安市,涟水县
ws3n,"[114.08203125, 25.048828125]","114.08203125,25.048828125","中国,广东省,韶关市,始兴县",中国,广东省,韶关市,始兴县
wmr3,"[111.62109375, 29.794921875]","111.62109375,29.794921875","中国,湖南省,常德市,澧县",中国,湖南省,常德市,澧县
wwdx,"[116.19140625, 37.880859375]","116.19140625,37.880859375","中国,河北省,衡水市,阜城县",中国,河北省,衡水市,阜城县
wq7g,"[106.69921875, 35.771484375]","106.69921875,35.771484375","中国,宁夏回族自治区,固原市,彭阳县",中国,宁夏回族自治区,固原市,彭阳县
wm7t,"[106.34765625, 30.498046875]","106.34765625,30.498046875","中国,四川省,广安市,岳池县",中国,四川省,广安市,岳池县
ww4y,"[116.54296875, 34.892578125]","116.54296875,34.892578125","中国,江苏省,徐州市,丰县",中国,江苏省,徐州市,丰县
wmgu,"[106.69921875, 33.134765625]","106.69921875,33.134765625","中国,陕西省,汉中市,勉县",中国,陕西省,汉中市,勉县
wwb8,"[113.37890625, 38.056640625]","113.37890625,38.056640625","中国,山西省,阳泉市,盂县",中国,山西省,阳泉市,盂县
wtub,"[119.35546875, 32.431640625]","119.35546875,32.431640625","中国,江苏省,扬州市,邗江区",中国,江苏省,扬州市,邗江区
wsux,"[119.00390625, 28.037109375]","119.00390625,28.037109375","中国,浙江省,丽水市,龙泉市",中国,浙江省,丽水市,龙泉市
ws0f,"[113.73046875, 22.939453125]","113.73046875,22.939453125","中国,广东省,东莞市,[]",中国,广东省,东莞市,[]
wknq,"[110.21484375, 23.642578125]","110.21484375,23.642578125","中国,广西壮族自治区,贵港市,桂平市",中国,广西壮族自治区,贵港市,桂平市
wksz,"[108.10546875, 26.630859375]","108.10546875,26.630859375","中国,贵州省,黔东南苗族侗族自治州,凯里市",中国,贵州省,黔东南苗族侗族自治州,凯里市
wxwr,"[121.46484375, 43.505859375]","121.46484375,43.505859375","中国,内蒙古自治区,通辽市,开鲁县",中国,内蒙古自治区,通辽市,开鲁县
ws72,"[117.24609375, 23.994140625]","117.24609375,23.994140625","中国,福建省,漳州市,云霄县",中国,福建省,漳州市,云霄县
wknt,"[110.56640625, 23.466796875]","110.56640625,23.466796875","中国,广西壮族自治区,贵港市,平南县",中国,广西壮族自治区,贵港市,平南县
w7zh,"[111.26953125, 21.884765625]","111.26953125,21.884765625","中国,广东省,茂名市,电白区",中国,广东省,茂名市,电白区
wkzm,"[111.62109375, 27.685546875]","111.62109375,27.685546875","中国,湖南省,娄底市,涟源市",中国,湖南省,娄底市,涟源市
ws4v,"[116.54296875, 23.466796875]","116.54296875,23.466796875","中国,广东省,揭阳市,榕城区",中国,广东省,揭阳市,榕城区
wmpm,"[111.62109375, 29.091796875]","111.62109375,29.091796875","中国,湖南省,常德市,鼎城区",中国,湖南省,常德市,鼎城区
ww60,"[115.48828125, 35.244140625]","115.48828125,35.244140625","中国,山东省,菏泽市,牡丹区",中国,山东省,菏泽市,牡丹区
wxw7,"[121.46484375, 42.802734375]","121.46484375,42.802734375","中国,内蒙古自治区,通辽市,库伦旗",中国,内蒙古自治区,通辽市,库伦旗
wsvz,"[120.76171875, 28.037109375]","120.76171875,28.037109375","中国,浙江省,温州市,永嘉县",中国,浙江省,温州市,永嘉县
wwmk,"[120.05859375, 35.947265625]","120.05859375,35.947265625","中国,山东省,青岛市,黄岛区",中国,山东省,青岛市,黄岛区
wqge,"[106.34765625, 38.583984375]","106.34765625,38.583984375","中国,宁夏回族自治区,银川市,贺兰县",中国,宁夏回族自治区,银川市,贺兰县
wqjd,"[109.16015625, 34.189453125]","109.16015625,34.189453125","中国,陕西省,西安市,灞桥区",中国,陕西省,西安市,灞桥区
wtmk,"[120.05859375, 30.322265625]","120.05859375,30.322265625","中国,浙江省,杭州市,西湖区",中国,浙江省,杭州市,西湖区
wm6b,"[105.29296875, 29.619140625]","105.29296875,29.619140625","中国,四川省,内江市,东兴区",中国,四川省,内江市,东兴区
ws3k,"[114.43359375, 24.697265625]","114.43359375,24.697265625","中国,江西省,赣州市,全南县",中国,江西省,赣州市,全南县
wxs9,"[119.00390625, 42.451171875]","119.00390625,42.451171875","中国,内蒙古自治区,赤峰市,松山区",中国,内蒙古自治区,赤峰市,松山区
wmd1,"[104.23828125, 31.201171875]","104.23828125,31.201171875","中国,四川省,德阳市,绵竹市",中国,四川省,德阳市,绵竹市
wq7r,"[105.99609375, 36.474609375]","105.99609375,36.474609375","中国,宁夏回族自治区,中卫市,海原县",中国,宁夏回族自治区,中卫市,海原县
whzd,"[100.72265625, 27.158203125]","100.72265625,27.158203125","中国,云南省,丽江市,宁蒗彝族自治县",中国,云南省,丽江市,宁蒗彝族自治县
wkru,"[112.32421875, 24.697265625]","112.32421875,24.697265625","中国,广东省,清远市,连州市",中国,广东省,清远市,连州市
wqq0,"[109.86328125, 35.244140625]","109.86328125,35.244140625","中国,陕西省,渭南市,澄城县",中国,陕西省,渭南市,澄城县
wmsz,"[108.10546875, 32.255859375]","108.10546875,32.255859375","中国,陕西省,汉中市,镇巴县",中国,陕西省,汉中市,镇巴县
wq3u,"[103.88671875, 35.947265625]","103.88671875,35.947265625","中国,甘肃省,兰州市,榆中县",中国,甘肃省,兰州市,榆中县
wmph,"[111.26953125, 28.916015625]","111.26953125,28.916015625","中国,湖南省,常德市,桃源县",中国,湖南省,常德市,桃源县
wm6n,"[104.23828125, 30.673828125]","104.23828125,30.673828125","中国,四川省,成都市,龙泉驿区",中国,四川省,成都市,龙泉驿区
wt3x,"[114.78515625, 30.849609375]","114.78515625,30.849609375","中国,湖北省,武汉市,新洲区",中国,湖北省,武汉市,新洲区
wsb9,"[113.37890625, 26.982421875]","113.37890625,26.982421875","中国,湖南省,株洲市,攸县",中国,湖南省,株洲市,攸县
wsu5,"[118.30078125, 27.333984375]","118.30078125,27.333984375","中国,福建省,南平市,建阳区",中国,福建省,南平市,建阳区
wrnj,"[109.86328125, 40.341796875]","109.86328125,40.341796875","中国,内蒙古自治区,鄂尔多斯市,达拉特旗",中国,内蒙古自治区,鄂尔多斯市,达拉特旗
wsc4,"[114.08203125, 27.158203125]","114.08203125,27.158203125","中国,江西省,吉安市,永新县",中国,江西省,吉安市,永新县
wqpv,"[112.32421875, 34.716796875]","112.32421875,34.716796875","中国,河南省,洛阳市,西工区",中国,河南省,洛阳市,西工区
ws1x,"[114.78515625, 23.818359375]","114.78515625,23.818359375","中国,广东省,河源市,东源县",中国,广东省,河源市,东源县
yb85,"[123.92578125, 48.427734375]","123.92578125,48.427734375","中国,内蒙古自治区,呼伦贝尔市,阿荣旗",中国,内蒙古自治区,呼伦贝尔市,阿荣旗
wsgf,"[117.94921875, 27.158203125]","117.94921875,27.158203125","中国,福建省,南平市,建阳区",中国,福建省,南平市,建阳区
ws77,"[117.24609375, 24.521484375]","117.24609375,24.521484375","中国,福建省,漳州市,南靖县",中国,福建省,漳州市,南靖县
wm6y,"[105.29296875, 30.673828125]","105.29296875,30.673828125","中国,四川省,遂宁市,射洪县",中国,四川省,遂宁市,射洪县
wqke,"[107.75390625, 35.771484375]","107.75390625,35.771484375","中国,甘肃省,庆阳市,西峰区",中国,甘肃省,庆阳市,西峰区
ws41,"[115.48828125, 22.763671875]","115.48828125,22.763671875","中国,广东省,汕尾市,城区",中国,广东省,汕尾市,城区
